Transaction_ID,Agent_ID,Agent_Type,Operator_ID,Operator_Type,Sender_Name,Sender_Country,Sender_State,Sender_District,Sender_Occupation,Sender_Mode_Txn,Sender_Affiliation,Receiver_Name,Receiver_Country,Receiver_State,Receiver_District,Receiver_Occupation,Receiver_Affiliation,Receiver_Mode_Txn,Date_Of_Txn,In_Working_Hours,Amount,Is_Fraud
TR124,AGNT2,Send,OPR12,Employee,Corban Compton,USA,Nevada,Eureka,Agent,Cash,Employee,Jett Bender,Mexico,Baja California,Baja California,Agent,Employee,Bank Account,19-01-2016,No,1067,1
TR125,AGNT10,Both,OPR4,Admin,Bowen Sandoval,USA,Oregon,Lane,Accountant,Credit Card,Employee,Callie Farrell,Colombia,Bolivar,Bolivar,Farmer,Customer,Prepaid Card,9/1/2016,Yes,3185,0
TR126,AGNT5,Send,OPR24,Employee,Jewel Johnston,USA,Oregon,Jackson,Agent,Cash,Customer,Tanner May,Colombia,Boyaca,Boyaca,Farmer,Customer,Cash,30-01-2016,Yes,1304,0
TR127,AGNT2,Send,OPR13,Employee,Braxton Sanchez,USA,Nevada,Eureka,Agent,Credit Card,Customer,Ivan David,Colombia,Boyaca,Boyaca,I.T Professional,New User,Bank Account,12/1/2016,Yes,933,0
TR128,AGNT2,Send,OPR8,Employee,Christina Riley,USA,Nevada,Eureka,Consultant,Bank Account,Customer,Jaydan Hyde,Colombia,Bolivar,Bolivar,Retailer,New User,Prepaid Card,16-01-2016,Yes,2317,0
TR129,AGNT2,Send,OPR10,Employee,Ace Pearson,USA,Nevada,Eureka,Banker,Credit Card,Customer,Kaylee Hull,Brazil,Bahia,Jequie,Teacher,Employee,Bank Account,27-01-2016,Yes,5767,0
TR130,AGNT7,Both,OPR39,Employee,Scarlet Rivas,USA,Nevada,Fallon,Agent,Debit Card,New User,Ronan Larsen,Brazil,Bahia,Jequie,Broker,Customer,Cash,8/1/2016,No,5199,0
TR131,AGNT1,Send,OPR1,Employee,Santino Winters,USA,California,Sacramento,Teacher,Credit Card,New User,Rene Foreman,Colombia,Bolivar,Bolivar,Farmer,New User,Bank Account,16-01-2016,Yes,1022,0
TR132,AGNT10,Both,OPR4,Admin,Maksim Pierce,USA,Oregon,Lane,Accountant,Credit Card,New User,Cameron Shaffer,Colombia,Bolivar,Bolivar,Broker,Customer,Prepaid Card,11/1/2016,Yes,1484,0
TR133,AGNT6,Both,OPR38,Employee,Gianna Burch,USA,California,Los Angeles,Teacher,Wallet,Customer,Rex Rivas,Colombia,Antioquia,Antioquia,Broker,Employee,Prepaid Card,30-01-2016,No,2868,0
TR134,AGNT8,Both,OPR42,Owner,Jackson Fox,USA,Utah,Emery,Banker,Debit Card,Employee,Kennedy Beard,Mexico,Campeche,Campeche,Teacher,New User,Cash,31-01-2016,Yes,3600,0
TR135,AGNT10,Both,OPR3,Employee,Aydin Blake,USA,Oregon,Lane,I.T Professional,Cash,Customer,Brady Kirkland,Colombia,Bolivar,Bolivar,Agent,Employee,Cash,12/1/2016,Yes,2707,0
TR136,AGNT8,Both,OPR42,Owner,Isabella Austin,USA,Utah,Emery,Retailer,Credit Card,Employee,Paul Spears,Mexico,Campeche,Campeche,Grocer,Employee,Prepaid Card,11/1/2016,Yes,5067,0
TR137,AGNT3,Send,OPR16,Employee,Peter Brooks,USA,Utah,Cache,Retailer,Bank Account,Customer,Kevin Hyde,Mexico,Durango,Durango,Consultant,Customer,Wallet,18-01-2016,Yes,3625,0
TR138,AGNT10,Both,OPR4,Admin,Ellis Coffey,USA,Oregon,Lane,Retailer,Bank Account,Employee,Aylin Kaufman,Brazil,Bahia,Valenca,Agent,New User,Wallet,20-01-2016,Yes,4275,0
TR139,AGNT4,Both,OPR18,Admin,Semaj Carr,USA,Arizona,Apache,I.T Professional,Wallet,Employee,Emilie Sargent,Colombia,Bolivar,Bolivar,Agent,Customer,Cash,11/1/2016,Yes,833,0
TR140,AGNT6,Both,OPR36,Admin,Jensen Graham,USA,California,Los Angeles,I.T Professional,Cheque,Employee,Jaidyn Drake,Mexico,Campeche,Campeche,Agent,New User,Prepaid Card,2/1/2016,Yes,3503,0
TR141,AGNT3,Send,OPR17,Employee,Jerry House,USA,Utah,Cache,Farmer,Credit Card,Employee,Gemma Graves,Colombia,Antioquia,Antioquia,Consultant,Employee,Prepaid Card,12/1/2016,No,1825,0
TR142,AGNT7,Both,OPR41,Admin,Jaylyn Brewer,USA,Nevada,Fallon,Accountant,Credit Card,New User,Aliya Le,Brazil,Bahia,Valenca,Accountant,Employee,Cash,2/1/2016,Yes,2472,0
TR143,AGNT6,Both,OPR35,Employee,Ian Glass,USA,California,Los Angeles,Accountant,Wallet,New User,Dawson Gonzales,Mexico,Campeche,Campeche,Banker,New User,Cash,15-01-2016,Yes,5809,1
TR144,AGNT4,Both,OPR19,Employee,Ashtyn Mosley,USA,Arizona,Apache,Banker,Cheque,Customer,Adelina Campos,Colombia,Boyaca,Boyaca,Farmer,Employee,Bank Account,12/1/2016,Yes,3366,0
TR145,AGNT2,Send,OPR9,Employee,Davis Sargent,USA,Nevada,Eureka,Grocer,Wallet,Customer,Mayson Mayo,Mexico,Durango,Durango,Farmer,Customer,Wallet,3/1/2016,Yes,1494,0
TR146,AGNT2,Send,OPR12,Employee,Shiloh Golden,USA,Nevada,Eureka,Retailer,Cheque,Employee,Fabian Copeland,Brazil,Bahia,Valenca,I.T Professional,New User,Bank Account,29-01-2016,Yes,2451,0
TR147,AGNT6,Both,OPR38,Employee,Mekhi Bowers,USA,California,Los Angeles,Retailer,Bank Account,New User,Hank Guzman,Colombia,Boyaca,Boyaca,Retailer,New User,Wallet,1/1/2016,No,3160,0
TR148,AGNT9,Both,OPR45,Employee,Raiden Estrada,USA,Arizona,Pima,Grocer,Wallet,New User,Jaelyn Peterson,Brazil,Acre,Bujari,Accountant,Employee,Wallet,19-01-2016,Yes,1832,0
TR149,AGNT10,Both,OPR4,Admin,Zoe Holmes,USA,Oregon,Lane,Consultant,Wallet,Employee,Tegan Pace,Brazil,Acre,Xapuri,Agent,Customer,Bank Account,29-01-2016,Yes,3917,0
TR150,AGNT10,Both,OPR4,Admin,Judah Harrison,USA,Oregon,Lane,I.T Professional,Cheque,Customer,Gael Dillard,Colombia,Boyaca,Boyaca,I.T Professional,Customer,Bank Account,30-01-2016,Yes,5978,0
TR151,AGNT10,Both,OPR4,Admin,Jensen Guthrie,USA,Oregon,Lane,Farmer,Cash,Customer,Makhi Haynes,Brazil,Acre,Xapuri,Broker,Customer,Prepaid Card,1/1/2016,Yes,2196,0
TR152,AGNT5,Send,OPR24,Employee,Baylee Bailey,USA,Oregon,Jackson,Retailer,Wallet,Customer,Xavi Lewis,Brazil,Acre,Bujari,Accountant,Employee,Wallet,31-01-2016,Yes,2665,0
TR153,AGNT1,Send,OPR2,Admin,Nahla Wilcox,USA,California,Sacramento,Broker,Debit Card,Customer,Enrique Rivas,Brazil,Bahia,Valenca,Retailer,Employee,Prepaid Card,18-01-2016,Yes,2591,0
TR154,AGNT2,Send,OPR13,Employee,Allan Mason,USA,Nevada,Eureka,Retailer,Cheque,New User,Colin Bartlett,Brazil,Bahia,Jequie,Farmer,New User,Wallet,28-01-2016,No,5289,0
TR155,AGNT1,Send,OPR2,Admin,Craig Malone,USA,California,Sacramento,Broker,Credit Card,New User,Siena Hall,Colombia,Antioquia,Antioquia,Consultant,New User,Cash,12/1/2016,Yes,2641,0
TR156,AGNT10,Both,OPR3,Employee,Lila Haley,USA,Oregon,Lane,Farmer,Credit Card,Customer,Brandon Pollard,Mexico,Baja California,Baja California,Banker,New User,Prepaid Card,27-01-2016,Yes,1366,0
TR157,AGNT9,Both,OPR43,Admin,Thalia Fields,USA,Arizona,Pima,Retailer,Bank Account,New User,Bella Irwin,Brazil,Bahia,Valenca,Grocer,New User,Wallet,17-01-2016,Yes,3857,0
TR158,AGNT1,Send,OPR1,Employee,Rafael Barlow,USA,California,Sacramento,Banker,Bank Account,Customer,Case Stone,Colombia,Antioquia,Antioquia,Accountant,New User,Bank Account,6/1/2016,No,3328,0
TR159,AGNT5,Send,OPR26,Employee,Braiden Williams,USA,Oregon,Jackson,I.T Professional,Cheque,Employee,Drake Mcclain,Mexico,Durango,Durango,Teacher,New User,Prepaid Card,28-01-2016,Yes,1604,0
TR160,AGNT6,Both,OPR37,Employee,Alondra Miranda,USA,California,Los Angeles,Agent,Cheque,Customer,Tristan Hamilton,Mexico,Baja California,Baja California,Retailer,Employee,Bank Account,27-01-2016,Yes,3114,0
TR161,AGNT4,Both,OPR18,Admin,Issac Norman,USA,Arizona,Apache,Agent,Wallet,Employee,Aaliyah Velez,Colombia,Boyaca,Boyaca,Grocer,Customer,Bank Account,27-01-2016,Yes,4492,1
TR162,AGNT2,Send,OPR8,Employee,Bryant Lawrence,USA,Nevada,Eureka,I.T Professional,Wallet,Employee,Knox Bailey,Colombia,Antioquia,Antioquia,I.T Professional,Employee,Prepaid Card,2/1/2016,Yes,4629,0
TR163,AGNT9,Both,OPR45,Employee,Tiana Hale,USA,Arizona,Pima,Agent,Credit Card,Customer,Richard Stephens,Brazil,Bahia,Jequie,Farmer,New User,Bank Account,23-01-2016,Yes,3477,0
TR164,AGNT9,Both,OPR45,Employee,Rafael Owen,USA,Arizona,Pima,Retailer,Cheque,Customer,Dorian Fuentes,Brazil,Bahia,Jequie,Teacher,Customer,Cash,5/1/2016,Yes,5919,0
TR165,AGNT3,Send,OPR17,Employee,Nylah Barnes,USA,Utah,Cache,Farmer,Credit Card,Employee,Lilyana Randall,Colombia,Antioquia,Antioquia,Retailer,New User,Bank Account,26-01-2016,No,2498,0
TR166,AGNT9,Both,OPR43,Admin,Ezequiel Alston,USA,Arizona,Pima,Banker,Credit Card,New User,Sarah Cummings,Mexico,Campeche,Campeche,Teacher,Customer,Bank Account,26-01-2016,Yes,3046,0
TR167,AGNT6,Both,OPR38,Employee,Marisol Palmer,USA,California,Los Angeles,Accountant,Cheque,Employee,Emerson Maynard,Colombia,Antioquia,Antioquia,Farmer,New User,Prepaid Card,2/1/2016,Yes,3923,0
TR168,AGNT5,Send,OPR25,Employee,Cassidy Bailey,USA,Oregon,Jackson,Banker,Wallet,New User,Giancarlo Stevens,Colombia,Antioquia,Antioquia,Accountant,Customer,Prepaid Card,1/1/2016,Yes,855,0
TR169,AGNT10,Both,OPR4,Admin,Kenya Vang,USA,Oregon,Lane,Consultant,Debit Card,Employee,Katie Mckinney,Mexico,Baja California,Baja California,Broker,New User,Prepaid Card,12/1/2016,No,5945,0
TR170,AGNT2,Send,OPR9,Employee,Kaelynn Murphy,USA,Nevada,Eureka,Banker,Bank Account,New User,Nahla Mcmahon,Colombia,Antioquia,Antioquia,Broker,Customer,Prepaid Card,18-01-2016,Yes,113,0
TR171,AGNT7,Both,OPR39,Employee,Laylah Cervantes,USA,Nevada,Fallon,Broker,Cash,Employee,Zara Bush,Colombia,Boyaca,Boyaca,Broker,New User,Bank Account,14-01-2016,Yes,3302,0
TR172,AGNT5,Send,OPR27,Employee,Shiloh Cantrell,USA,Oregon,Jackson,Broker,Wallet,New User,Kylee Conley,Colombia,Boyaca,Boyaca,Accountant,Employee,Wallet,9/1/2016,Yes,5218,0
TR173,AGNT2,Send,OPR5,Admin,Tinley Bird,USA,Nevada,Eureka,Farmer,Credit Card,New User,Julie Jacobson,Brazil,Bahia,Valenca,Retailer,Customer,Prepaid Card,7/1/2016,Yes,2900,0
TR174,AGNT5,Send,OPR24,Employee,Cassidy Noel,USA,Oregon,Jackson,I.T Professional,Cheque,New User,Greta Eaton,Mexico,Baja California,Baja California,Grocer,Employee,Wallet,17-01-2016,No,4443,0
TR175,AGNT8,Both,OPR42,Owner,Luca Gross,USA,Utah,Emery,Retailer,Cheque,Customer,Bennett Guzman,Brazil,Acre,Bujari,Broker,New User,Wallet,12/1/2016,Yes,162,0
TR176,AGNT2,Send,OPR12,Employee,Cain Sawyer,USA,Nevada,Eureka,Retailer,Debit Card,Customer,Bentley Hammond,Mexico,Campeche,Campeche,Broker,Customer,Bank Account,22-01-2016,No,4134,0
TR177,AGNT8,Both,OPR42,Owner,Giovanna Lawrence,USA,Utah,Emery,Grocer,Bank Account,Employee,Walter Fitzgerald,Mexico,Durango,Durango,Banker,Customer,Wallet,22-01-2016,Yes,1769,0
TR178,AGNT6,Both,OPR32,Employee,Nathalie Franklin,USA,California,Los Angeles,Teacher,Cheque,Employee,Mollie Castillo,Mexico,Campeche,Campeche,Grocer,Customer,Bank Account,24-01-2016,Yes,4753,0
TR179,AGNT10,Both,OPR3,Employee,Turner Wheeler,USA,Oregon,Lane,Accountant,Debit Card,New User,Sarahi Mcgowan,Colombia,Antioquia,Antioquia,Consultant,Employee,Bank Account,12/1/2016,Yes,3931,0
TR180,AGNT10,Both,OPR4,Admin,Cadence Case,USA,Oregon,Lane,Agent,Bank Account,New User,Ace Burnett,Brazil,Bahia,Valenca,Consultant,New User,Wallet,8/1/2016,Yes,2892,0
TR181,AGNT1,Send,OPR1,Employee,Jack Cleveland,USA,California,Sacramento,I.T Professional,Debit Card,Employee,Rhys Livingston,Mexico,Campeche,Campeche,Teacher,Employee,Prepaid Card,9/1/2016,No,1902,0
TR182,AGNT7,Both,OPR39,Employee,Emmalee Douglas,USA,Nevada,Fallon,Broker,Cash,Employee,Alexzander Pruitt,Brazil,Acre,Bujari,Agent,Customer,Bank Account,23-01-2016,Yes,5960,0
TR183,AGNT8,Both,OPR42,Owner,Jordyn Bender,USA,Utah,Emery,Broker,Wallet,New User,Jace Ruiz,Colombia,Bolivar,Bolivar,Consultant,Customer,Bank Account,3/1/2016,Yes,933,0
TR184,AGNT8,Both,OPR42,Owner,Marlene Castillo,USA,Utah,Emery,Banker,Cheque,New User,Kathryn Bishop,Colombia,Boyaca,Boyaca,Retailer,Employee,Cash,5/1/2016,Yes,5495,0
TR185,AGNT8,Both,OPR42,Owner,Landon Sims,USA,Utah,Emery,Agent,Cheque,New User,Noah Baxter,Mexico,Durango,Durango,Farmer,Customer,Bank Account,23-01-2016,Yes,3366,0
TR186,AGNT9,Both,OPR43,Admin,Konnor Munoz,USA,Arizona,Pima,Farmer,Debit Card,Customer,Allyson Farrell,Brazil,Bahia,Jequie,Consultant,New User,Wallet,2/1/2016,No,1850,0
TR187,AGNT7,Both,OPR41,Admin,Briley Crane,USA,Nevada,Fallon,Farmer,Debit Card,Customer,Kaitlynn Petty,Mexico,Campeche,Campeche,Retailer,Customer,Wallet,6/1/2016,Yes,877,0
TR188,AGNT1,Send,OPR2,Admin,Heath Parrish,USA,California,Sacramento,I.T Professional,Cheque,New User,Haven Steele,Brazil,Acre,Bujari,Consultant,Customer,Bank Account,21-01-2016,Yes,4537,0
TR189,AGNT3,Send,OPR15,Admin,Trevor Hickman,USA,Utah,Cache,Grocer,Bank Account,Customer,Riya Terry,Colombia,Boyaca,Boyaca,I.T Professional,New User,Prepaid Card,3/1/2016,Yes,5692,0
TR190,AGNT1,Send,OPR1,Employee,Molly Daugherty,USA,California,Sacramento,Retailer,Debit Card,Employee,Clark Howard,Brazil,Acre,Bujari,Accountant,New User,Wallet,20-01-2016,Yes,5834,0
TR191,AGNT9,Both,OPR43,Admin,Sydney Durham,USA,Arizona,Pima,Farmer,Cheque,Employee,Jeremiah Nicholson,Brazil,Acre,Xapuri,Banker,Customer,Prepaid Card,3/1/2016,Yes,611,0
TR192,AGNT3,Send,OPR17,Employee,Gianni Howard,USA,Utah,Cache,I.T Professional,Credit Card,Customer,Brynlee Houston,Colombia,Antioquia,Antioquia,Teacher,Employee,Cash,24-01-2016,Yes,577,0
TR193,AGNT2,Send,OPR9,Employee,Gisselle Cervantes,USA,Nevada,Eureka,Broker,Credit Card,Employee,Ali Thornton,Brazil,Bahia,Jequie,Grocer,New User,Prepaid Card,19-01-2016,Yes,5576,0
TR194,AGNT9,Both,OPR44,Employee,Michael Wilson,USA,Arizona,Pima,Banker,Wallet,Customer,Micah Carver,Brazil,Acre,Xapuri,Teacher,Employee,Cash,26-01-2016,No,4508,1
TR195,AGNT3,Send,OPR17,Employee,Prince Wheeler,USA,Utah,Cache,Farmer,Bank Account,New User,Yoselin Pugh,Brazil,Bahia,Valenca,Consultant,Customer,Cash,31-01-2016,Yes,148,0
TR196,AGNT10,Both,OPR4,Admin,Aniya Duran,USA,Oregon,Lane,Banker,Cash,New User,Kane Preston,Colombia,Antioquia,Antioquia,Retailer,Customer,Prepaid Card,3/1/2016,Yes,5873,0
TR197,AGNT10,Both,OPR3,Employee,Prince Webster,USA,Oregon,Lane,Agent,Cheque,Employee,Sebastian Middleton,Mexico,Baja California,Baja California,Farmer,Employee,Bank Account,10/1/2016,Yes,4430,0
TR198,AGNT8,Both,OPR42,Owner,Rolando Maldonado,USA,Utah,Emery,I.T Professional,Credit Card,Customer,Alissa Justice,Colombia,Boyaca,Boyaca,Farmer,Customer,Bank Account,8/1/2016,Yes,1057,0
TR199,AGNT3,Send,OPR17,Employee,Yosef Hatfield,USA,Utah,Cache,I.T Professional,Cash,Employee,Quinn Mcneil,Mexico,Campeche,Campeche,Farmer,Employee,Wallet,24-01-2016,No,2491,0
TR200,AGNT7,Both,OPR39,Employee,Fernando Reynolds,USA,Nevada,Fallon,I.T Professional,Debit Card,Employee,Semaj Mendez,Mexico,Baja California,Baja California,Banker,Employee,Wallet,6/1/2016,Yes,1534,0
TR201,AGNT6,Both,OPR34,Employee,Cortez Mclaughlin,USA,California,Los Angeles,Broker,Debit Card,Customer,Camila Crane,Colombia,Boyaca,Boyaca,Broker,Employee,Prepaid Card,5/1/2016,Yes,5562,0
TR202,AGNT9,Both,OPR45,Employee,Jocelynn Gray,USA,Arizona,Pima,I.T Professional,Bank Account,Customer,Lilyana Beard,Mexico,Baja California,Baja California,Banker,Customer,Cash,12/1/2016,No,2401,0
TR203,AGNT3,Send,OPR16,Employee,Rebekah Hess,USA,Utah,Cache,Broker,Credit Card,Customer,Brittany Pugh,Mexico,Baja California,Baja California,Accountant,Customer,Wallet,31-01-2016,Yes,3964,0
TR204,AGNT7,Both,OPR39,Employee,Marshall Lopez,USA,Nevada,Fallon,Farmer,Cash,New User,Evangeline French,Brazil,Acre,Xapuri,Agent,Employee,Wallet,27-01-2016,Yes,2124,0
TR205,AGNT2,Send,OPR6,Employee,Jordynn Vazquez,USA,Nevada,Eureka,I.T Professional,Credit Card,Employee,Sierra Hughes,Colombia,Bolivar,Bolivar,Teacher,New User,Bank Account,10/1/2016,No,4425,0
TR206,AGNT4,Both,OPR19,Employee,Noelle Berry,USA,Arizona,Apache,Accountant,Wallet,Customer,Macy Velasquez,Colombia,Antioquia,Antioquia,Banker,Customer,Cash,9/1/2016,Yes,2476,0
TR207,AGNT5,Send,OPR31,Employee,Nikolas Mercer,USA,Oregon,Jackson,Retailer,Bank Account,Employee,Hope Park,Mexico,Baja California,Baja California,Teacher,Customer,Bank Account,2/1/2016,Yes,5506,0
TR208,AGNT5,Send,OPR26,Employee,Leon Parrish,USA,Oregon,Jackson,I.T Professional,Bank Account,New User,Casey York,Colombia,Boyaca,Boyaca,Grocer,Customer,Wallet,16-01-2016,Yes,1439,0
TR209,AGNT7,Both,OPR40,Employee,Brysen Farmer,USA,Nevada,Fallon,Grocer,Credit Card,Customer,Shelby Bradley,Colombia,Bolivar,Bolivar,Consultant,Employee,Bank Account,31-01-2016,Yes,4274,0
TR210,AGNT5,Send,OPR31,Employee,Hank Kaufman,USA,Oregon,Jackson,Grocer,Bank Account,Employee,Jagger Brewer,Brazil,Bahia,Valenca,Broker,New User,Cash,10/1/2016,Yes,812,0
TR211,AGNT1,Send,OPR2,Admin,Camryn Gillespie,USA,California,Sacramento,Farmer,Cheque,Customer,Evie Ward,Brazil,Bahia,Jequie,Consultant,New User,Cash,10/1/2016,Yes,2051,0
TR212,AGNT7,Both,OPR40,Employee,Dorothy Alford,USA,Nevada,Fallon,Agent,Cheque,New User,Malakai Wagner,Colombia,Antioquia,Antioquia,Retailer,New User,Wallet,2/1/2016,Yes,5693,0
TR213,AGNT10,Both,OPR3,Employee,Dax Waters,USA,Oregon,Lane,Broker,Bank Account,Employee,Eloise Hampton,Colombia,Antioquia,Antioquia,Grocer,New User,Wallet,11/1/2016,Yes,5487,0
TR214,AGNT7,Both,OPR39,Employee,Joe Guthrie,USA,Nevada,Fallon,Accountant,Cheque,New User,Alvin Townsend,Colombia,Antioquia,Antioquia,Agent,Employee,Cash,22-01-2016,No,2749,1
TR215,AGNT8,Both,OPR42,Owner,Mercedes Zamora,USA,Utah,Emery,Farmer,Credit Card,Employee,Callie Strong,Mexico,Baja California,Baja California,Agent,Employee,Prepaid Card,5/1/2016,No,2416,0
TR216,AGNT1,Send,OPR1,Employee,Malaysia Cantrell,USA,California,Sacramento,I.T Professional,Credit Card,Customer,Nayeli Hicks,Brazil,Acre,Bujari,Grocer,Employee,Cash,23-01-2016,Yes,5685,0
TR217,AGNT5,Send,OPR27,Employee,Jaidyn Curtis,USA,Oregon,Jackson,Consultant,Cash,Employee,Jaylon Cooley,Colombia,Boyaca,Boyaca,Farmer,New User,Cash,25-01-2016,Yes,4128,0
TR218,AGNT8,Both,OPR42,Owner,Justice Wright,USA,Utah,Emery,Accountant,Credit Card,Employee,Rodrigo Grant,Colombia,Bolivar,Bolivar,Farmer,New User,Prepaid Card,13-01-2016,Yes,3149,0
TR219,AGNT8,Both,OPR42,Owner,Kenzie Morton,USA,Utah,Emery,Retailer,Credit Card,New User,Annabel Joyce,Mexico,Durango,Durango,I.T Professional,Employee,Bank Account,11/1/2016,Yes,5640,0
TR220,AGNT9,Both,OPR45,Employee,Layton Ashley,USA,Arizona,Pima,Banker,Debit Card,Customer,Rene Hanson,Colombia,Bolivar,Bolivar,Grocer,Customer,Bank Account,9/1/2016,Yes,3309,0
TR221,AGNT5,Send,OPR28,Admin,Aaden Parks,USA,Oregon,Jackson,Accountant,Cheque,Customer,Valentina Kerr,Brazil,Bahia,Valenca,Consultant,Customer,Bank Account,1/1/2016,No,216,0
TR222,AGNT9,Both,OPR44,Employee,Melanie Calhoun,USA,Arizona,Pima,Broker,Cash,New User,Mariana Curry,Brazil,Bahia,Valenca,I.T Professional,Employee,Wallet,15-01-2016,Yes,5240,0
TR223,AGNT4,Both,OPR18,Admin,Billy Buchanan,USA,Arizona,Apache,Agent,Cheque,Employee,Jadon Hall,Mexico,Durango,Durango,Farmer,Employee,Wallet,23-01-2016,Yes,5293,0
TR224,AGNT6,Both,OPR36,Admin,Zechariah Herman,USA,California,Los Angeles,Banker,Wallet,Customer,Aleah Ashley,Colombia,Antioquia,Antioquia,Banker,Employee,Bank Account,19-01-2016,No,2957,0
TR225,AGNT9,Both,OPR44,Employee,Elle Dyer,USA,Arizona,Pima,Agent,Wallet,Employee,Celeste Cummings,Colombia,Bolivar,Bolivar,Banker,New User,Wallet,9/1/2016,Yes,2457,0
TR226,AGNT4,Both,OPR23,Employee,Elin Shields,USA,Arizona,Apache,I.T Professional,Cheque,Employee,Francesca Smith,Colombia,Boyaca,Boyaca,Agent,Customer,Prepaid Card,30-01-2016,Yes,5600,0
TR227,AGNT3,Send,OPR15,Admin,Jose Peck,USA,Utah,Cache,Broker,Debit Card,New User,Jonah Ellison,Brazil,Acre,Bujari,Banker,Employee,Prepaid Card,12/1/2016,Yes,5805,0
TR228,AGNT4,Both,OPR18,Admin,Madelynn Rowland,USA,Arizona,Apache,Banker,Debit Card,Customer,Jadon Gallegos,Mexico,Baja California,Baja California,Retailer,Customer,Cash,16-01-2016,Yes,891,0
TR229,AGNT5,Send,OPR29,Employee,Anthony Simon,USA,Oregon,Jackson,I.T Professional,Bank Account,New User,Caylee Pruitt,Brazil,Acre,Xapuri,I.T Professional,Customer,Prepaid Card,27-01-2016,Yes,2507,0
TR230,AGNT5,Send,OPR30,Employee,Madisyn Miller,USA,Oregon,Jackson,Consultant,Credit Card,Customer,Travis Greene,Brazil,Bahia,Jequie,Banker,Employee,Bank Account,8/1/2016,No,2938,0
TR231,AGNT8,Both,OPR42,Owner,Violet Meadows,USA,Utah,Emery,Teacher,Cash,New User,Benjamin Nguyen,Brazil,Bahia,Jequie,Agent,Customer,Cash,16-01-2016,Yes,1131,0
TR232,AGNT6,Both,OPR36,Admin,Keyon Dillon,USA,California,Los Angeles,Banker,Credit Card,Employee,Lacey Mcguire,Mexico,Campeche,Campeche,Banker,New User,Prepaid Card,11/1/2016,Yes,3292,1
TR233,AGNT3,Send,OPR17,Employee,Barbara Hayes,USA,Utah,Cache,Retailer,Bank Account,Customer,Kate Christensen,Brazil,Bahia,Valenca,Accountant,Employee,Prepaid Card,30-01-2016,No,2661,0
TR234,AGNT10,Both,OPR3,Employee,Salvatore Barber,USA,Oregon,Lane,Banker,Cash,New User,Estrella Herrera,Colombia,Antioquia,Antioquia,Accountant,Customer,Prepaid Card,31-01-2016,Yes,1367,0
TR235,AGNT7,Both,OPR39,Employee,Emilee Cameron,USA,Nevada,Fallon,I.T Professional,Debit Card,New User,Enzo Doyle,Mexico,Durango,Durango,I.T Professional,New User,Cash,12/1/2016,Yes,4284,0
TR236,AGNT3,Send,OPR15,Admin,Bree Benson,USA,Utah,Cache,Accountant,Bank Account,Employee,Zechariah Adams,Colombia,Boyaca,Boyaca,Consultant,Customer,Wallet,11/1/2016,Yes,4336,0
TR237,AGNT9,Both,OPR43,Admin,Harley Booker,USA,Arizona,Pima,Broker,Credit Card,Employee,Molly Prince,Colombia,Bolivar,Bolivar,Consultant,Customer,Bank Account,18-01-2016,Yes,3092,0
TR238,AGNT4,Both,OPR22,Employee,Lila Figueroa,USA,Arizona,Apache,Grocer,Cash,Employee,Athena Pena,Colombia,Boyaca,Boyaca,I.T Professional,Customer,Wallet,20-01-2016,Yes,440,0
TR239,AGNT10,Both,OPR4,Admin,Selena Mcclain,USA,Oregon,Lane,Broker,Debit Card,Employee,Alonzo Singleton,Mexico,Campeche,Campeche,Grocer,Employee,Prepaid Card,11/1/2016,Yes,3699,0
TR240,AGNT10,Both,OPR4,Admin,Ariana Duffy,USA,Oregon,Lane,Grocer,Cheque,New User,Giana Horne,Mexico,Baja California,Baja California,Consultant,New User,Wallet,2/1/2016,Yes,1743,0
TR241,AGNT7,Both,OPR40,Employee,Harlow Chase,USA,Nevada,Fallon,Grocer,Debit Card,Customer,Jaxson Briggs,Brazil,Bahia,Jequie,I.T Professional,Customer,Bank Account,12/1/2016,No,5355,0
TR242,AGNT9,Both,OPR43,Admin,Janiya Buckner,USA,Arizona,Pima,Agent,Credit Card,New User,Lorelei Riley,Mexico,Durango,Durango,Accountant,Employee,Bank Account,2/1/2016,Yes,5044,0
TR243,AGNT8,Both,OPR42,Owner,Aurora Read,USA,Utah,Emery,Grocer,Debit Card,New User,Triston Cannon,Brazil,Bahia,Valenca,Teacher,Employee,Cash,15-01-2016,Yes,4991,0
TR244,AGNT9,Both,OPR44,Employee,Micah Howell,USA,Arizona,Pima,Retailer,Bank Account,Customer,Emilie Thomas,Colombia,Bolivar,Bolivar,Retailer,Customer,Cash,12/1/2016,Yes,2543,0
TR245,AGNT5,Send,OPR25,Employee,Raquel Melendez,USA,Oregon,Jackson,Retailer,Bank Account,Employee,Christopher Peters,Mexico,Durango,Durango,Banker,Employee,Bank Account,3/1/2016,Yes,2670,0
TR246,AGNT1,Send,OPR1,Employee,Roberto Macdonald,USA,California,Sacramento,Broker,Wallet,Customer,Lucas Russo,Colombia,Bolivar,Bolivar,Broker,New User,Bank Account,29-01-2016,Yes,494,0
TR247,AGNT3,Send,OPR17,Employee,Vera Vaughn,USA,Utah,Cache,Consultant,Bank Account,Employee,Cameron Cooke,Mexico,Durango,Durango,Retailer,Employee,Cash,1/1/2016,No,4099,0
